housename,location,houseprice,time_of_completion
"
赞成乐山红叶(公寓)
","
                              ［余杭-闲林］天目山西路                             ",24641,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金域兰庭
","
                              ［萧山-临浦新城］时代大道,近新庙桥                            ",25701,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中豪四季公馆
","
                              ［江干-丁桥］丁群路,近勤丰路                            ",31383,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
潮都华庭
","
                              ［萧山-空港新城］潮都西路,近南虹路                            ",15741,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
望江家园东园
","
                              ［上城-近江］钱江路483号                            ",45114,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
郡原相江公寓
","
                              ［江干-九堡沿江］仁爱路,近下沙路                            ",32806,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金家桥公寓
","
                              ［萧山-萧山市区］萧然东路,近金家桥路                            ",24662,"<p class=""date"">竣工日期：2002年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
锦昌年华
","
                              ［余杭-崇贤］崇杭街,近半山路                            ",20826,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
绿城丽江公寓北区
","
                              ［江干-九堡沿江］仁爱路73号                            ",37333,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
浅水湾城市花园
","
                              ［拱墅-湖墅］莫干山路214号                            ",39656,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
晴彩巴厘
","
                              ［余杭-临平］世纪大道                            ",21124,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
朝晖新城
","
                              ［下城-朝晖］上塘路208号                            ",28745,"<p class=""date"">竣工日期：1990年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
万家花园
","
                              ［江干-火车东站］天城路95号                            ",37736,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金城花园
","
                              ［萧山-萧山市区］萧然东路392号                            ",24795,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
大塘新村
","
                              ［拱墅-湖墅］湖墅南路158号                            ",35493,"<p class=""date"">竣工日期：1980年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
迎春北苑
","
                              ［滨江-滨江区政府］迎春路,近江陵路                            ",32570,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
明珠花园
","
                              ［淳安-淳安］明珠路100号                            ",14606,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
海联云客里
","
                              ［余杭-临平北］北沙西路,近支路二                            ",15056,"<p class=""date"">竣工日期：2017年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
